"","error","sample.fraction","mtry","min.node.size","honesty.fraction","honesty.prune.leaves","alpha","imbalance.penalty"
"183",476.08043448393,0.41262300912058,4,2,0.777954796771519,1,0.0590570832137018,2.91943440727677
"184",483.941533190105,0.138177373679355,27,8,0.56722090409603,0,0.109123720554635,0.851110384592263
"185",487.682963431929,0.150592834525742,8,4,0.523423009435646,0,0.0591586802038364,0.585156402854189
"186",480.033490853543,0.257387202628888,13,9,0.685176814021543,1,0.123797782172915,0.0454735955641995
"187",481.611527752929,0.0624865391757339,34,1,0.550348500767723,1,0.16143511334667,3.58598368065866
"188",475.162889338714,0.233894819219131,22,5,0.749141101399437,0,0.24766538431868,0.463266991994781
"189",481.798523113442,0.0601311206584796,23,2,0.673733389005065,1,0.139883781026583,0.0495306977984062
"190",461.940528668896,0.492252607212868,31,12,0.565785482292995,0,0.0956323360442184,0.589428105120551
"191",458.374119265832,0.402187543339096,23,1,0.519040531292558,1,0.066366815881338,2.1162993626635
"192",487.808791604709,0.238636723987293,5,6,0.524831122928299,0,0.106775074382313,2.28183931692167
"193",483.782473962197,0.134552364842966,10,2,0.760456499061547,0,0.0649760022060946,0.262580801130083
"194",499.35840701806,0.0775196238537319,12,50,0.77104567529168,0,0.101556707988493,0.598304007954862
"195",471.748499991628,0.478592866251711,37,26,0.638590240268968,0,0.056220403581392,0.74011856108495
"196",469.319787814998,0.244921914720908,20,3,0.563844630122185,0,0.0627804654068314,0.311992457021171
"197",495.552309584649,0.253538972395472,24,133,0.734259118093178,1,0.233541461464483,0.408707188676528
"198",469.113512389005,0.498139450408053,29,28,0.664774816902354,0,0.0861595621681772,0.973564280685476
"199",490.370649539543,0.27893673988292,20,64,0.68329494879581,1,0.144399290205911,2.04229329838843
"200",491.764955870362,0.123916929168627,34,34,0.716604633466341,1,0.0352806326118298,2.10625854815066
"201",483.107607995183,0.403489306755364,2,6,0.537479448970407,0,0.192318310379051,1.39254877187821
"202",501.935969954397,0.191562273632735,15,191,0.670222017471679,0,0.197375296731479,0.86793316043385
"203",475.957173221801,0.496853457018733,35,39,0.560581711051054,0,0.230708277842496,0.386556123895561
"204",500.758112062964,0.209021387028042,2,102,0.691399664245546,1,0.0164251938695088,0.224211191096406
"205",473.64748246806,0.451326910639182,37,29,0.63796797406394,1,0.0518499184399843,2.03163438204641
"206",463.816352247431,0.422410345182288,23,8,0.573477085307241,0,0.202194265904836,0.910413602028609
"207",467.742016909696,0.300154045631643,35,3,0.766806164686568,0,0.191860176622868,1.43302171029722
"208",487.571921227491,0.216732281970326,19,28,0.649928444251418,0,0.0604907253291458,2.90026004947032
"209",486.16418675052,0.356944977515377,8,29,0.773015355761163,1,0.0799557652208023,0.981358050609435
"210",496.261158620328,0.14604214852443,7,21,0.656860067509115,1,0.113824047148228,0.405870206038808
"211",458.202526282319,0.418828253785614,31,3,0.751729005342349,0,0.0797787893679924,2.00481674922263
"212",485.106194530089,0.303786032297649,11,24,0.650536818569526,1,0.0387471676804125,1.37851577201205
"213",460.365147238243,0.437836416333448,13,1,0.570586172980256,0,0.0636277212761343,1.44205026688061
"214",480.987969285832,0.217643410351593,10,2,0.783734206738882,1,0.163857809384353,0.673777602884323
"215",477.059405582189,0.231124456156977,11,1,0.754240226605907,0,0.182923283195123,0.318660559814247
"216",455.616286968249,0.412928356195334,21,1,0.769457271671854,1,0.151939224975649,0.927535704351984
"217",470.949462465486,0.255491356109269,15,1,0.517930443841033,1,0.0862993566552177,0.0163082760503492
"218",495.400749078325,0.395578562200535,7,152,0.534171938453801,0,0.132029707543552,1.17142596736482
"219",485.785527056908,0.395675880915951,2,11,0.554916981933638,1,0.101456908974797,0.464381245094769
"220",468.609461636198,0.371064897428732,10,3,0.618911911523901,1,0.00276312546338886,0.570168371058388
"221",487.64792345828,0.100993086898234,11,2,0.737678674259223,1,0.17548043304123,0.235500186140017
"222",479.329979652786,0.218034732283559,34,12,0.624404432275332,1,0.0952666761586443,0.489750296558422
"223",477.014413331298,0.225345840200316,14,1,0.790109485783614,1,0.247557569120545,0.473741685736204
"224",503.641728819973,0.0689586695050821,22,178,0.576529518025927,1,0.209706094581634,1.19922413522881
"225",460.61122111901,0.334236291470006,27,1,0.575035503716208,1,0.175654462829698,1.53393468999264
"226",502.591243389838,0.0878897126764059,22,201,0.763732385076582,1,0.120377654908225,0.70949221750372
"227",505.79831581929,0.063631862855982,8,273,0.622655691578984,1,0.180085676314775,0.995267975606678
"228",469.997658901638,0.274067514424678,33,6,0.544358222442679,1,0.017035823664628,0.150149775671522
"229",484.181621525726,0.210358370572794,22,13,0.527104356675409,1,0.229973805777263,0.683560845677284
"230",468.150176238421,0.378812988323625,37,13,0.781635484076105,0,0.00856906699482352,0.317273940329943
"231",482.115845344327,0.440358677366748,16,52,0.777956399391405,1,0.206028122920543,2.12478144723356
"232",483.511406373344,0.173450222343672,20,6,0.737028446653858,0,0.239123705541715,4.50211302444722
"233",479.702213158243,0.448837399377953,1,9,0.744069061963819,0,0.0270966379903257,0.190205596936742
"234",484.74396861778,0.0884677042020485,20,4,0.768778745643795,0,0.184959354577586,0.108684321334533
"235",485.439749479133,0.463215606589802,10,70,0.517854870646261,0,0.105445126479026,1.06894159040986
"236",500.007436238437,0.240129455446731,12,187,0.612498740339652,0,0.095020214212127,0.751528438481322
"237",470.792774794879,0.230474841268733,32,2,0.546318293758668,0,0.0595602035173215,1.27403230519659
"238",471.00355028516,0.467476568126585,36,21,0.683969423780218,1,0.205240907729603,1.3965645591389
"239",500.635671924829,0.167067790532019,6,64,0.525553772551939,0,0.0816274365643039,1.63705650360611
"240",488.903543974612,0.123265936714597,35,23,0.714243048103526,0,0.0271056822966784,0.00157127556422473
"241",488.042431314975,0.352406056039035,24,97,0.62996479133144,1,0.122675849939696,0.887705679716313
"242",477.510206560529,0.148161517456174,22,2,0.640355828381143,1,0.152862031536642,0.512927020605143
"243",478.238268546199,0.290788406366482,12,5,0.639921806938946,1,0.200291618879419,0.982889414037567
"244",484.927983781387,0.482964292680845,19,136,0.675184401706793,0,0.0420917471055873,1.63845723831051
"245",472.147261003941,0.49845259883441,6,2,0.703404701990075,0,0.240736594772898,0.81544815697268
"246",501.879135357492,0.0962746415054426,26,104,0.623422567057423,0,0.217062132665887,1.30555188591825
"247",477.626158926687,0.199082013405859,14,3,0.569290440971963,0,0.0389932279358618,1.0663347327873
"248",487.87135466934,0.45661163761979,7,69,0.541790991555899,0,0.0438098677550443,2.28100298950827
"249",475.024028958613,0.47980183676118,29,42,0.582832397194579,1,0.143113276048098,1.28626322519047
"250",503.00889692493,0.13795397542417,14,234,0.603501004492864,1,0.0996496752486564,2.11583051488284
"251",492.974422616648,0.314957643859088,33,157,0.696685038902797,0,0.12935154105071,0.625557397649621
"252",459.450690365657,0.418156231974717,18,2,0.618825644627213,0,0.232434690755326,0.0609547625513936
"253",482.313900011188,0.451910558377858,28,91,0.60560459299013,1,0.000942585524171591,1.8367219153064
"254",480.195885958987,0.465176921640523,19,71,0.583637800300494,0,0.0621050061308779,0.379311965837364
"255",456.610422919129,0.447843633498996,27,4,0.521071067871526,0,0.125150748761371,0.102503095358316
"256",478.643874453942,0.0808013675617986,24,1,0.615571673377417,1,0.0473305154591799,0.390690986931829
"257",497.195129052252,0.0677055303473026,7,19,0.660462783416733,1,0.0433722257730551,0.521145113499797
"258",471.311313069516,0.240859018394258,21,3,0.53633263669908,0,0.127259132452309,0.522106784905916
"259",480.886736867587,0.326662755385041,15,19,0.649285318842158,0,0.177469240676146,1.47526734841647
"260",501.742303798826,0.128273693867959,2,69,0.786787402210757,1,0.0703804432414472,1.60879308194302
"261",468.204837808255,0.481080671062227,9,5,0.702265277178958,1,0.145265453436878,0.0620439749862682
"262",490.066476604221,0.412244459846988,33,212,0.562247340148315,1,0.104746342287399,0.468135944063058
"263",493.251639683075,0.278303430939559,31,109,0.538949141022749,0,0.13420605257852,0.321958622611633
"264",502.799038470103,0.0791310338419862,26,248,0.59113154031802,1,0.0237244388554245,1.44891863587684
"265",479.080600069577,0.182770850788802,21,6,0.731993690971285,0,0.157307427434716,0.454432019475002
"266",486.284911049657,0.403037194756325,21,118,0.763570569851436,0,0.132799242681358,0.224229350473886
"267",494.085194729841,0.143837024027016,32,36,0.610407549375668,0,0.179910228063818,1.47038576324699
"268",490.723878967291,0.287816412537359,16,73,0.579400108498521,0,0.0669148223241791,0.20154261228464
"269",453.970944586449,0.436907545244321,22,1,0.599450110667385,0,0.19949470332358,0.356182573879068
"270",482.825747442091,0.247178700030781,29,31,0.749467558646575,0,0.0364819610258564,0.117506677330153
"271",475.710851816783,0.393389829981606,6,4,0.716348047694191,1,0.0921566534088925,0.868454504134416
"272",476.823331287988,0.135653583786916,24,2,0.649265672569163,0,0.10418063349789,1.51720122565889
"273",460.107233669176,0.335022640344687,26,2,0.705980506027117,0,0.0160450453404337,0.951976985255822
"274",489.809865486155,0.215034200169612,1,2,0.514977907831781,0,0.147573529044166,0.185368387079951
"275",477.279172703364,0.322765528527088,24,22,0.761680136085488,0,0.0921258724993095,1.46289153621137
"276",474.447536798734,0.157286524644587,26,2,0.731284401612356,0,0.036341424274724,0.902330554795349
"277",461.37295106169,0.42103248341009,15,1,0.593678419315256,1,0.229944959457498,0.0399659609615519
"278",475.068325095295,0.404507816641126,12,11,0.507315144781023,0,0.218811612401623,0.891895061257597
"279",450.303761157718,0.454143731342629,29,1,0.62196857270319,1,0.134068475046661,0.362681255527198
"280",496.195320368928,0.0550292455242015,4,3,0.780176122440025,0,0.230660214321688,0.535168732651656
"281",494.270212554179,0.480990213877521,8,286,0.632987650670111,1,0.128431921300944,3.34264413632217
"282",467.088080261531,0.257072129612789,22,2,0.502182523254305,1,0.0384837659657933,0.423526454452541
"283",492.079460227555,0.403176972421352,20,238,0.631076873745769,0,0.116235343040898,2.82269842873551
